komentar,skor,topik
SE umur hidup. Smpai umur sy 50 THN. Bru x ini rakyat yg suruh gubernur jadi presiden. Langsung rakyat yg pilih dan tunjuk. Smoga BPK aing terwujud dn harus jadi. Karna rakyat lebih tau pemerintah yg percaya SM rakyat dn yg dekat dengan rakyat.,0.0,Tuntutan Keadilan
❤❤❤❤❤❤,0.0,Lain-lain
"Buruh pabrik teh asa demo jeng demo wae tiap taun...?? asa jiga nu terzolimi wae...ga pernah bersyukur dng rezeki yg sdh ada ... smntara msh bnyk warga yg blum kerja... tapi mereka ga pernah demo""... Hadeeh...!! hayang gaji sbaraha atuuh..?? Kmha mun pabrikna tdk mampu memenuhi tuntutan... bisa"" PHK massal, pabrik bangkrut/ pailit/pindah lokasi... Belajar brsyukur dng rezeki yg sdh ada... Atau... ada udang di balik batu...???? 
.",0.0,Kelayakan Upah
"Di kasih pemimpin yg baik sat set transparan kayak gini kok masih aj ada warga  yg menghujat,coba aja kalian di kasih gubernur kayak gubernur Lampung, sakit kepala kalian pasti",0.0,Kebijakan Pemprov
"Berasa tiap hari ikut rapat, padahal bukan pejabat😅😅😅...keren kdm❤",0.0,Harga Pangan
Hayu hayu kita pantengin terus channel bapak aing yg top markotop penuh daging dan pendidikan untuk kita semua,0.0,Lain-lain
"Hadir majalengka ,,❤❤ semogga semua fans KDM ,pada sehat ,,amiin .",0.0,Lain-lain
Dukung terus kdm,0.0,Lain-lain
Assalamualaikum kg dedy bikin video kunjungan diaceh dan sumatra dong kasihan warga yg ada disana smpe gk makan berhari2,0.0,Harga Pangan
"Gimana cara menangani LSM di jabar pak.
Ada asing baru 1 hari mau investasi  di jabar
LSM LSM sudah pada demo🥺",0.0,Optimisme Ekonomi
Presiden Buruh hanya menjadikan Buruh sebagai Tameng merasa Paling Buruh.. Di saat Investor  pada Takut berinvestasi mereka tidak Ada Upaya untuk Membuat Dunia Usaha Tenang... Fix Ini Buruh di jadikan Komoditas Politik saja.. Dan semua Buruh tidak sadar mereka di potong Gajinya untuk membiayai mereka yang jadi Petinggi Buruh... Maju Terus Gubernur Aing✊✊✊,0.0,Kelayakan Upah
❤❤❤❤❤❤❤❤❤,0.0,Lain-lain
Sehat2 dan sukses selalu Bpk aing KDM dan Kita semua🤲🤲🤲,0.0,Lain-lain
"Ketika orang yang matang di lapangan maka Sudut pandang praktis KDM akhirnya bisa mengintervensi kebijakan yang selama ini dirumuskan oleh orang² yang bersudut pandang teoritis. 
Selama ini kebijakan ditetapkan oleh orang² yang memiliki sudut pandang teoritis sehingga relevansi produk kebijakan nya pun kurang. 
Jago memang Bapa aing, molotok lah poko na mh.",0.0,Harga Pangan
"coba walikota dan bupati,segala macam urusan rakyat di uplaod ke media sosial",0.0,Tuntutan Keadilan
Gubernur terbaik sepanjang sejarah dunia yang selalu mementingkan kepentingan rakyatnya ❤,0.0,Tuntutan Keadilan
Sehat selalu bapak aingggg,0.0,Lain-lain
"Pola pikir KDM sangat bijak utk kebaikan pekerja dan perusahaan, pemerintah hanya menetapkan upah minimun sebagai ambang batas terendah upah masa kerja nol tahun. Untuk kenaikan upah pekerja masing² perusahaan ditetapkan lewat Perjanjian Kerja Bersama (PKB) antara wakil perusahaan dan wakil serikat pekerja, untuk jangka waktu yg disepakati.",1.0,Tuntutan Keadilan
"Bandung timur hadir ,🙏🙏",0.0,Lain-lain
Gubenur terbaik sepanjang sejarah Indonesia semoga fnes kdm panjang umur sehat selalu ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0.0,Lain-lain
"Serikat buruh kalau mau demo lihat yang dilakukan Gubernur, sedang dan telah dilakukan, baru sekarang selesai. Sebetulnya kalian Demo apa? Begini kalau buruh ikut berpolitik",0.0,Kelayakan Upah
"Beberapa serikat bisa menjadi terlalu akomodatif terhadap manajemen karena hubungan yang baik, insentif, atau untuk menjaga stabilitas, sehingga mengorbankan kepentingan buruh. yang membuat buruh merasa tidak terwakili.",0.0,Kelayakan Upah
"KDM adil dan bijaksana, yg terbaik buat semua pihak solusi terbaik prnyelesaian masalah.",0.0,Tuntutan Keadilan
Hayyu warga Jabar harudang jaga bapa aink istimewa hudang 💪💪💪💪💪,0.0,Optimisme Ekonomi
Assalamualaikum kang dedi perkenalkan saya yoga asal dari cirebon .. saya bekerja di RSUD waled sudah 5 tahun . Tetapi selama 5 tahun ini saya Sebagai Harian lepas dan tidak di kontrak ( honor rumahsakit ) sedangkan karyawan yang 1-2 tahun sudah pada di kontrak ( honor ).. waktu ada pembukaan cpns dan P3K saya 2 kalo tidak bisa ikut di karnakan saya harian lepas tidak ada surat kontraknya. saya sudah mengajukan keatas setiap tahunnya tetapi tidak ada respon sama sekali dan jugaa terakhir tahun ini berasalann Direktur sedang PLT tidak ada Direktur tetapnya.... Jadi selama 4 tahun saya membela hak saya tidak didengar sama sekali,0.0,Harga Pangan
❤❤❤,0.0,Lain-lain
"*kasus perusahan di Sukabumi yang sudah ekpor kluar negri tapi gajih nya hanya 60 rupiah sehari sampai saat ini respon bupati Sukabumi seolah biasa saja tolong provinsi segera sidak ini menyakut ekonomi wilayah,PT.Aneka Dasuib jaya Desa Cibodas kecamatan Bojonggenteng,gunanya sosial media biar pemerintah cepat tanggapi jika pemimpin daerah santai saja apakah pemerintah provinsi atau pusat mau diam saja mohon di prioritaskan di Sukabumi banyak kasus seperti ini tapi pemerintah daerah setempat seolah biasa saja bukan hanya di Sukabumi tapi banyak kota daerah di Jabar kasus seperti ini buat apa investor masuk jika hanya mementingkan perusahaan saja pajak di tarik oleh negara tapi tidak memikirkan pekerjanya di dalamnya*",0.0,Kelayakan Upah
Josss bapak aing,0.0,Lain-lain
Coba semua gubernur adil kayak kdm psti indonesia istimewa❤,0.0,Tuntutan Keadilan
Trimakasih info nya 👍👍👍👍💯,0.0,Lain-lain
KDM berbicara selalu dengan fakta bukan hanya cerita.🙏👍🇮🇩,0.0,Lain-lain
KDM cerdas,0.0,Lain-lain
Semoga Allah SWT memberikan kesehatan ke bapak gubernur Jawa Barat amin rabbal alamiin Sulawesi Selatan hadir bapak aing,0.0,Kebijakan Pemprov
Wooow keren KDM,0.0,Lain-lain
Bpjs kesehatan yg di nikmati seluruh rakyat INDONESIA  hasil perjuangan serikat buruh lo,0.0,Tuntutan Keadilan
"lah, nama aja partai buruh, KDM mau naikin upah buruh, eh ni partai malah gak pro buruh.",1.0,Kelayakan Upah
Terlalu mnurut tuntutan buruh prushaan pasti bangkrut,0.0,Kelayakan Upah
"Manusia yg tidak mau bersukur, berfikirlah bahwa dinegri ini masih banyak yg tidak mempunyai pekerjaan, kalian buruh yg sudah bekerja adanya demo menuntut gaji naik terus. Kalian ga punya empati dengan pengangguran. Maunya kenyang sendiri. Yg mengaku bos buruh demolah untuk penciptaan pekerjaan baru.
Ini klo kalian pada berfikir waras.",1.0,Kelayakan Upah
Tetap dukung kdm,0.0,Lain-lain
"Udah lah saya aja yang kerja, biar anda yang merusuh ngerasain beratnya jadi ojol seperti saya",0.0,Optimisme Ekonomi
Assalamualaikum kami lulusan sekolah butuh kerja ganti yang demo dengan kami perusahaan seluruh Jabar lihat rekrut kami aja,0.0,Optimisme Ekonomi
Suruh aja ke Jatim biar gak minta minta Ama orang,0.0,Lain-lain
Bilang aja pak jangan banyak komen KL mampu suruh aja kerja yg tekun rajin banyak duit KL perlu suruh ke Jatim kab Jember kec silo desa karang Harjo kerja di sini enak tenang biar banyak duit tak perlu mintainta lagi sama orang apa lagi BP kdm,0.0,Optimisme Ekonomi
"Yang nganggur buat makan aja sulit ini yang punya gajih dapat penghasilan malah demo , punya motor bagus pengen beli mobil yang nganggur buat makan aja sulit ga malu apa demo",0.0,Harga Pangan
Masih mending pemerintah mikirin yang masih pada nganggur ini banyak sekali ketimbang mereka yang sudah punya gajih,0.0,Kelayakan Upah
"😢Gaji UMP cuma 5,7 tar juga walau dah tambah tunjangan gaji kita buruh PT cuma 12-14 jt masih di bawah hidup layak menurut bps yg 15Jt++ alhasil masih nombok buruh😢",1.0,Tuntutan Keadilan
Udah pada berhenti j kerjanya kalau ga puas.  masih bnyak orang yg blm mendpatkan pekerjaan dan hdupnya lbih susah,0.0,Optimisme Ekonomi
Yg demo orang yg tdk berterimakasih udh kerja dapat gajih masih aja demo tak puya ahlak. Anak saya aja sarjana S.1 pengangguran udh terima nasib mungkin bukan rezeki anak saya kalian harus bertwrima kasih,0.0,Kelayakan Upah
"pk tolg bntu saya
soal bnsos ke marin kok saya mash blm dpt
saya bingung di sini siapa yg slh soal bnsos",0.0,Lain-lain
"Said iqbal hrus di pertanyakan 😂
Isi nya ap?",0.0,Lain-lain
Pak KDM tidak akan menyengsarakan buruh semoga buruh jangan merusak   pasilitas Jawa Barat,0.0,Kelayakan Upah
Ayo PHK saja yang demo2 biar tahu rasanya menjadi penganguran gimana.,0.0,Lain-lain
"Sadarlah, BURUH kerap dijadikan alat POLITIK para Pengurusnya. Jika ingin UPAH naik secara berkelanjutan, yang dibutuhkan adalah peningkatan KUALITAS, kompetensi, dan produktivitas — bukan sekadar DEMO. ",1.0,Kelayakan Upah
"Yg ngangur banyak , gaji 5 juta sukur Alhamdulillah. Lihat provinsi2 lain gajinya kecil2.",-1.0,Kelayakan Upah
"U pada dah enak pada kerja
  Masih bnyak rakyat Jabar yg pengangguran
Demo demo gajelas u pada",0.0,Tuntutan Keadilan
"bukannya pada bersyukur bisa kerja malah ikut serikat buruh,, serikat buruh klo ada yg di PHK gak bakalan bantuin buat anak istri,,mending pada kerja yg bener ngapain ikut si iqbal,,klo ada yang di phk jgn minta tolong ama kdm atau nyalahin KDM minta tolong ama si iqbal kan ini kemauan si iqbal,,KDM bener daripada bayar buat serikat buruh tiap bulan mending simpan buat masa depan anak,, sebulan dipotong buat serikat buruh berapa kali setahun,,coba kalo buat anak setahun bisa beli keperluan anak,,saya yakin klo buruh yg tiap bulan bayar buat serikat buruh terus kena phk serikat buruh gak bakalan bisa bantuin buat maza depan anak istri,,bukannya bersyukur bisa kerja malah ikut demo,,harusnya buruh masih kerja dipabrik biarkan serikat buruh yg pada demo kan serikat buruh dibayar tiap bulan,,ini tiap bulan dibayar kalo demo masih ngajak karyawan tar kalo karyawan di pecat serikat buruh gak bakal nolongin😂😂😂",0.0,Kelayakan Upah
"Ketua buruh pastinya bahagia jika gaji buruh naik, agar ada potongan untuk ke organisasi.😂😂😂",1.0,Kelayakan Upah
"Produktifitas rendah gaji mau tinggi,buruh makin ngelunjak.lebih baik invest di vietnam aj.",0.0,Kelayakan Upah
Kurang bersyukur mending keluar az kerjanya  masih byk ko yng bth,0.0,Optimisme Ekonomi
"Sehat2 pak hj dedi semangat terus, Demo2 bayaran, padahal kergarawe mah sing balener ,di luarnegri ge loba gajih anu 3,4 juta duit indonesia,tangkap aja yang demo2 pak jangan di biarian",0.0,Kelayakan Upah
"Salut sama pedagang cireng, pedanggang tape, padagang sate ayam, keliling kanpung tampa pernah mengeluh, mereka tenang damai tampa merugikan orang lain",0.0,Lain-lain
Kdm harus bijaksana sama para buruh tanpa buruh semua nya tidak bisa berputar perekonomian buruh itu yang putar perekonomian semuanya  jadi para buruh nya secara adil yang sudah lama kasih jaminan di perkuat biar para buruh yang sudah lama semakin giat kerja buruh itu 3 shiff kdm suga tau paham mengerti yang mengangur buatkan pabrik bsru buat tampung yang para penganguran biar punya penghasilan yang sudah lama jangan di gangu gugat itu perjuangan nya sudah banyak sama negara kdm itu harus punya ke adilan sama sama adil pata buruh bahagia kerjasn ada penghasilan punya kdm juga ntaman tidak ada yang di rugikan setengah gajih buruh itu dari pemerintah setengah lagi dari pabrik begitu kdm malaysia dukung hadir selalu well,2.0,Tuntutan Keadilan
"Gaji naik seberapa pun gak bakalan cukup,kalau gak bersyukur",1.0,Kelayakan Upah
Supaya merasakan nya gimana kalau gak kerja anak isteri nya makan dari mana tutup aja sementara pabrik seenak nya aja yang demo,0.0,Harga Pangan
"Sudah pak tutup aja pabrik supaya mereka tahu di PHK ini bukan demo lagi sudah anarkis  yang blum punya kerjaan masih banyak, itu bukan orang Jabar orang luar Jabar",0.0,Optimisme Ekonomi
"wa,alaikm salm pk
tog btu saya pk
saya jnda nk 3 
nk saya semua,a ytim sya sndiri ytim piatu sya gk dpt bnsos apa pun tolg pk bntuan,a saya tgl di kp panunggulan desa babakn 02 kec tenjo kab bogor prov jwa barat
pk dedy mohon bntuan,a pk",0.0,Lain-lain
"Bukan kritik yg di perlukan,, tapi sadar diri dan tau malu😂😂😂😂",0.0,Lain-lain
Jika anda semua sudah tidak mau sudahlah mudur saja. Tinggal di ganti yang ngaggur masih banyak,0.0,Lain-lain
"Buka dong proses dri awal cara penetapan Umk,ump,umsk.siapa sj yg terlibat dalam penetapn tsb agar terlihat siapa sbnrnya yg tdk beres.Klu tdk terbuka kt tdk pernah tau siapa sbnarnya yg tdk bekerja sesuai aturan yg ad.",0.0,Kelayakan Upah
Kdm cerdas karna jika para investor pada tutup maka ribuan buruh harus kehilangan pekerjaannya.,0.0,Kelayakan Upah
"Gak mau kebijakan pabrik, keluar saja kok repot,, setiap tahun ada lulusan baru yg. Melamar kerja ,, keluar gak usah demo, toh yg enak pentolan pendemo bisa dj suap sama pabrik, uang damai,",0.0,Optimisme Ekonomi
"Kalo anarkis pabriknya suruh pindah kota saja, kami akan lebih senang melihat penyesalan mereka seperti di Cirebon, biar mereka tau pelajaran tentang bersyukur, yg nganggur ngantri untuk menggantikan posisi mereka",0.0,Lain-lain
"YANG DEMO PHK 
BIAR YG LAMA NGANGGUR MASUK KERJA",0.0,Optimisme Ekonomi
Bukan hanya terbuka kritik..klo ga bisa ngurus rakyatnya pejabat nya Mundur aja tau diri..banyak ngeles..banyak teori..payah,0.0,Tuntutan Keadilan
Dia  blum  liat  orng  klaimatan  dtang  di  rumah  nya  rmai2  kli  untung  gantikan  nya,0.0,Biaya Sewa
Kpala  buruh  tu  di gnti  aja dk  becus,0.0,Kelayakan Upah
datang kadiyelah sakalian cek lapangan,0.0,Harga Pangan
pabrik bagi yg dejat sama warga aslimah.cuummaaan yaaammmpppaaahhh kang,0.0,Lain-lain
"gajih laletik beban moral,ahlak tarusak eta nukatingali di samping kawasan kang",0.0,Kelayakan Upah
"UMP.paling penting kang klu emang mau milih buruh,warga akang kebayakan buruh kang.budakna gering wae ges teu kaurus komo sakolanamah.watirkangah",0.0,Kelayakan Upah
"Demo minta naik gaji,pengusaha itu punya baget utk gaji karyawan klo minta naik phk aja msih antri byk org ngangur",1.0,Tuntutan Keadilan
Jika buruh - buruh membandel ngikutin said Iqbal? Lebih baik di PHK masalah saja! Yang nganggur masuk kerja!🙏,0.0,Kelayakan Upah
Yg demo kebanyakan dari Bekasi dari Depok dari Karawang 😏,0.0,Lain-lain
"saya aja kepengen banget kerja tapi umur udah di atas 30 ditambah lagi cacat lahir yah tapi sayang negara ini kurang ramah lokernya aja kriteria nabi
saya dengan sadar diri mundur tanpa bertarung 🐭",0.0,Tuntutan Keadilan
Yg demo suruh phk aja .pimpinan kita udh bijak bngt buat rakyat,0.0,Tuntutan Keadilan
Biasalah..yg demo pasti ada sponsornya yg benci dan bersebrangan dengan semua kebijakan gubernur Jabar.,0.0,Optimisme Ekonomi
PHK,0.0,Lain-lain
Yg demo anarkis PHK masal saja biar efek jera kudu bersyukur maraneh  bisa di gawe keneh ges ngangur lebok buruh,0.0,Kelayakan Upah
Kalau anarkis harus di keluarkan biar yg belum kerja pada kerja,0.0,Optimisme Ekonomi
"Skrg Gaji naik, biaya yg dikeluarkan perusahaan terlalu besar dr pndapatan yg masuk, lama2 merugi, perusahaan tutup atau pindah ke daerah lain, akhirnya phk massal, ujungnya demo lagi ke gub😂😂",1.0,Kelayakan Upah
"Dari pada demo mah, cape lur,mending oge pokus kerja,harerse neangan gawe teh,coba pikirkeun dengan kepala dingin,pikirkan anak istri di rmh",0.0,Optimisme Ekonomi
"Yg demo yg kritik itu ditunggangi kaum elit, LsM gembel yg mata pencaharianya yg ilegal 😂😂😂 masyarakat 99% mendukung kebijakan P Gubernur 🇮🇩👌👍",0.0,Kebijakan Pemprov
"Buruh lama2 nlunjak,pecatin semua ajah",0.0,Kelayakan Upah
Yang demo kalo bisa PHK masal yang nganggur masuk kerja biar yang demo merasakan susahyah cari kerja di negri sendiri😂😂,0.0,Optimisme Ekonomi
"Sehat selalu pak Dedi  ,, dan PKH aja yg demoo ituu biar dia  ngerasain",0.0,Lain-lain
"Yang demo PHK 
Yang nganggur masuk kerja",0.0,Optimisme Ekonomi
"yang perlu ditegaskan bahwa dijawa barat masih banyak pengangguran dan orang miskin, jadi anda yang demo termasuk orang yang beruntung karena masih memiliki pekerjaan masih bisa beli beras walaupun hidup pas-pasan, anda juga perlu memikirkan saudara-saudara kita pengangguran dan miskin.",0.0,Harga Pangan
Semoga pendemo kemarin  banyak yg di PHK,0.0,Lain-lain
Yng demo manusia tidak bersukur.,0.0,Lain-lain
"KDM = Mulyono , kebanyakan omon2 Wkwkwk",0.0,Lain-lain
"Sing sabar pak KDM 
Ngurus masarakat mah hese lieur loba ngagugu hawa nafsu
Istiqomah Mun Aya NU demo ngacawkeun buat rusuh kalem Weh saya mah rek ngopi😅😂",0.0,Lain-lain
"JANGAN TERLALU BAIK PAK , SEKALI KALI GAS AJA PAK, KLO BANYAK PENGANGGURAN  JUGA MEREKA GAK TANGGUNGJAWAB  
JAGA KESEHATAN PAK😢",0.0,Lain-lain
Sehat Selalu Bapak Aing Wellkeun,0.0,Lain-lain
